ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.08,0.37,-9.62,0.05,0.5,-9.79,-0.01,-0.1,0.08,0,0,0,-10.61,9.95,68.4,323.745,-2.982,-179.707,760,2019-05-30 12:12:15:109
0.08,0.37,-9.62,0.05,0.5,-9.79,-0.01,-0.1,0.08,0,0,0,-10.61,9.95,68.4,323.745,-2.982,-179.707,765,2019-05-30 12:12:15:114
0.04,0.41,-9.72,0.05,0.5,-9.79,0,0,-0.02,0,0,0,-11.03,9.95,67.56,321.637,-2.924,-179.707,770,2019-05-30 12:12:15:119
0.04,0.41,-9.72,0.05,0.5,-9.79,0,0,-0.02,0,0,0,-11.03,9.95,67.56,321.637,-2.924,-179.707,775,2019-05-30 12:12:15:124
0.04,0.41,-9.72,0.05,0.5,-9.79,0,0,-0.02,0,0,0,-11.03,9.95,67.56,321.637,-2.924,-179.707,780,2019-05-30 12:12:15:129
0.04,0.41,-9.72,0.05,0.5,-9.79,0,0,-0.02,0,0,0,-11.03,9.95,67.56,321.637,-2.924,-179.707,785,2019-05-30 12:12:15:134
0.04,0.41,-9.72,0.05,0.5,-9.79,0,0,-0.02,0,0,0,-11.03,9.95,67.56,321.637,-2.924,-179.707,790,2019-05-30 12:12:15:139
0.04,0.41,-9.72,0.05,0.5,-9.79,0,0,-0.02,0,0,0,-11.03,9.95,67.56,321.637,-2.924,-179.707,795,2019-05-30 12:12:15:144
0.04,0.41,-9.72,0.05,0.5,-9.79,0,0,-0.02,0,0,0,-11.03,9.95,67.56,321.637,-2.924,-179.707,800,2019-05-30 12:12:15:149
0.04,0.41,-9.72,0.05,0.5,-9.79,0,0,-0.02,0,0,0,-11.03,9.95,67.56,321.637,-2.924,-179.707,805,2019-05-30 12:12:15:154
0.04,0.42,-9.71,0.05,0.5,-9.79,0,0,-0.02,0,0,0.01,-10.31,9.77,68.4,321.637,-2.924,-179.707,809,2019-05-30 12:12:15:158
0.04,0.42,-9.71,0.05,0.5,-9.79,-0.03,-0.02,0.01,0,0,0.01,-10.31,9.77,68.4,321.637,-2.924,-179.707,815,2019-05-30 12:12:15:164
0.04,0.42,-9.71,0.05,0.5,-9.79,-0.03,-0.02,0.01,0,0,0.01,-10.31,9.77,68.4,321.637,-2.924,-179.707,820,2019-05-30 12:12:15:169
0.04,0.42,-9.71,0.05,0.5,-9.79,-0.03,-0.02,0.01,0,0,0.01,-10.31,9.77,68.4,321.637,-2.924,-179.707,825,2019-05-30 12:12:15:174
0.04,0.42,-9.71,0.05,0.5,-9.79,-0.03,-0.02,0.01,0,0,0.01,-10.31,9.77,68.4,321.637,-2.924,-179.707,829,2019-05-30 12:12:15:178
0.04,0.42,-9.71,0.05,0.5,-9.79,-0.03,-0.02,0.01,0,0,0.01,-10.31,9.77,68.4,321.637,-2.924,-179.707,834,2019-05-30 12:12:15:183
0.04,0.42,-9.71,0.05,0.5,-9.79,-0.03,-0.02,0.01,0,0,0.01,-10.31,9.77,68.4,321.637,-2.924,-179.707,840,2019-05-30 12:12:15:189
0.04,0.42,-9.71,0.05,0.5,-9.79,-0.03,-0.02,0.01,0,0,0.01,-10.31,9.77,68.4,321.637,-2.924,-179.707,845,2019-05-30 12:12:15:194
0.09,0.45,-9.71,0.05,0.5,-9.79,-0.03,-0.02,0.01,0,0,0.01,-10.31,9.77,68.4,321.637,-2.924,-179.707,850,2019-05-30 12:12:15:199
0.09,0.45,-9.71,0.05,0.5,-9.79,0.01,0,0.01,0,0,0.01,-10.25,10.79,68.28,326.269,-2.924,-179.707,855,2019-05-30 12:12:15:204
0.09,0.45,-9.71,0.05,0.5,-9.79,0.01,0,0.01,0,0,0.01,-10.25,10.79,68.28,326.269,-2.924,-179.707,860,2019-05-30 12:12:15:209
0.09,0.45,-9.71,0.05,0.5,-9.79,0.01,0,0.01,0,0,0.01,-10.25,10.79,68.28,326.269,-2.924,-179.707,864,2019-05-30 12:12:15:213
0.09,0.45,-9.71,0.05,0.5,-9.79,0.01,0,0.01,0,0,0.01,-10.25,10.79,68.28,326.269,-2.924,-179.707,869,2019-05-30 12:12:15:218
0.09,0.45,-9.71,0.05,0.5,-9.79,0.01,0,0.01,0,0,0.01,-10.25,10.79,68.28,326.269,-2.924,-179.707,875,2019-05-30 12:12:15:224
0.09,0.45,-9.71,0.05,0.5,-9.79,0.01,0,0.01,0,0,0.01,-10.25,10.79,68.28,326.269,-2.924,-179.707,880,2019-05-30 12:12:15:229
0.09,0.45,-9.71,0.05,0.5,-9.79,0.01,0,0.01,0,0,0.01,-10.25,10.79,67.92,326.269,-2.924,-179.707,885,2019-05-30 12:12:15:234
-0.01,0.4,-9.65,0.05,0.5,-9.79,-0.07,-0.03,0.05,0,0,0.01,-10.55,10.32,67.92,326.269,-2.924,-179.707,890,2019-05-30 12:12:15:239
-0.01,0.4,-9.65,0.05,0.5,-9.79,-0.07,-0.03,0.05,0,0,0.01,-10.55,10.32,67.92,326.269,-2.924,-179.707,895,2019-05-30 12:12:15:244
-0.01,0.4,-9.65,0.05,0.5,-9.79,-0.07,-0.03,0.05,0,0,0.01,-10.55,10.32,67.92,326.269,-2.924,-179.707,900,2019-05-30 12:12:15:249
-0.01,0.4,-9.65,0.05,0.5,-9.79,-0.07,-0.03,0.05,0,0,0.01,-10.55,10.32,67.92,326.269,-2.924,-179.707,905,2019-05-30 12:12:15:254
-0.01,0.4,-9.65,0.05,0.5,-9.79,-0.07,-0.03,0.05,0,0,0.01,-10.55,10.32,67.92,326.269,-2.924,-179.707,910,2019-05-30 12:12:15:259
-0.01,0.4,-9.65,0.05,0.5,-9.79,-0.07,-0.03,0.05,0,0,0.01,-10.55,10.32,67.92,326.269,-2.924,-179.707,915,2019-05-30 12:12:15:264
0.22,0.51,-9.67,0.05,0.5,-9.79,0.15,0.06,0.04,0,0,0.01,-10.91,9.77,68.04,321.637,-2.924,-179.707,920,2019-05-30 12:12:15:269
0.22,0.51,-9.67,0.05,0.5,-9.79,0.15,0.06,0.04,0,0,0.01,-10.91,9.77,68.04,321.637,-2.924,-179.707,925,2019-05-30 12:12:15:274
0.22,0.51,-9.67,0.05,0.5,-9.79,0.15,0.06,0.04,0,0,0.01,-10.91,9.77,68.04,321.637,-2.924,-179.707,930,2019-05-30 12:12:15:279
0.22,0.51,-9.67,0.05,0.5,-9.79,0.15,0.06,0.04,0,0,0.01,-10.91,9.77,68.04,321.637,-2.924,-179.707,935,2019-05-30 12:12:15:284
0.22,0.51,-9.67,0.05,0.5,-9.79,0.15,0.06,0.04,0,0,0.01,-10.91,9.77,68.04,321.637,-2.924,-179.707,940,2019-05-30 12:12:15:289
0.22,0.51,-9.67,0.05,0.5,-9.79,0.15,0.06,0.04,0,0,0.01,-10.91,9.77,68.04,321.637,-2.924,-179.707,944,2019-05-30 12:12:15:293
0.22,0.51,-9.67,0.05,0.5,-9.79,0.15,0.06,0.04,0,0,0.01,-10.91,9.77,68.04,321.637,-2.924,-179.707,949,2019-05-30 12:12:15:298
0.07,0.49,-9.7,0.05,0.5,-9.79,0,0.02,0.01,0,0,0.01,-10.44,10.43,68.52,321.637,-2.924,-179.707,955,2019-05-30 12:12:15:304
0.07,0.49,-9.7,0.05,0.5,-9.79,0,0.02,0.01,0,0,0.01,-10.44,10.43,68.52,321.637,-2.924,-179.707,960,2019-05-30 12:12:15:309
0.07,0.49,-9.7,0.05,0.5,-9.79,0,0.02,0.01,0,0,0.01,-10.44,10.43,68.52,321.637,-2.924,-179.707,964,2019-05-30 12:12:15:313
0.07,0.49,-9.7,0.05,0.5,-9.79,0,0.02,0.01,0,0,0.01,-10.44,10.43,68.52,321.637,-2.924,-179.707,969,2019-05-30 12:12:15:318
0.07,0.49,-9.7,0.05,0.5,-9.79,0,0.02,0.01,0,0,0.01,-10.44,10.43,68.52,321.637,-2.924,-179.707,975,2019-05-30 12:12:15:324
0.11,0.41,-9.78,0.05,0.5,-9.79,0,0.02,0.01,0,0,0,-10.5,10.37,68.22,324.35,-2.924,-179.707,979,2019-05-30 12:12:15:328
0.11,0.41,-9.78,0.05,0.5,-9.79,0.04,-0.05,-0.06,0,0,0,-10.5,10.37,68.22,324.35,-2.924,-179.707,985,2019-05-30 12:12:15:334
0.11,0.41,-9.78,0.05,0.5,-9.79,0.04,-0.05,-0.06,0,0,0,-10.5,10.37,68.22,324.35,-2.924,-179.707,990,2019-05-30 12:12:15:339
0.11,0.41,-9.78,0.05,0.5,-9.79,0.04,-0.05,-0.06,0,0,0,-10.5,10.37,68.22,324.35,-2.924,-179.707,995,2019-05-30 12:12:15:344
0.11,0.41,-9.78,0.05,0.5,-9.79,0.04,-0.05,-0.06,0,0,0,-10.5,10.37,68.22,324.35,-2.924,-179.707,1000,2019-05-30 12:12:15:349
0.11,0.41,-9.78,0.05,0.5,-9.79,0.04,-0.05,-0.06,0,0,0,-10.5,10.37,68.22,324.35,-2.924,-179.707,1005,2019-05-30 12:12:15:354
0.12,0.55,-9.75,0.05,0.5,-9.79,0.04,-0.05,-0.06,0,0,0,-10.5,10.37,68.22,324.35,-2.924,-179.707,1010,2019-05-30 12:12:15:359
0.12,0.55,-9.75,0.05,0.5,-9.79,0.04,-0.05,-0.06,0,0,0,-10.5,10.37,68.22,324.35,-2.924,-179.707,1015,2019-05-30 12:12:15:364
0.12,0.55,-9.75,0.05,0.5,-9.79,0.03,0.07,-0.02,0,0,0.01,-10.44,10.37,67.74,324.35,-2.924,-179.707,1020,2019-05-30 12:12:15:369
0.12,0.55,-9.75,0.05,0.5,-9.79,0.03,0.07,-0.02,0,0,0.01,-10.44,10.37,67.74,324.35,-2.924,-179.707,1024,2019-05-30 12:12:15:373
0.12,0.55,-9.75,0.05,0.5,-9.79,0.03,0.07,-0.02,0,0,0.01,-10.44,10.37,67.74,324.35,-2.924,-179.707,1029,2019-05-30 12:12:15:378
0.12,0.55,-9.75,0.05,0.5,-9.79,0.03,0.07,-0.02,0,0,0.01,-10.44,10.37,67.74,324.35,-2.924,-179.707,1035,2019-05-30 12:12:15:384
0.15,0.46,-9.7,0.05,0.5,-9.79,0.03,0.07,-0.02,0,0,0.01,-10.44,10.37,67.74,324.35,-2.924,-179.707,1040,2019-05-30 12:12:15:389
0.15,0.46,-9.7,0.05,0.5,-9.79,0.03,0.07,-0.02,0,0,0.01,-10.44,10.37,67.74,324.35,-2.924,-179.707,1046,2019-05-30 12:12:15:395
0.15,0.46,-9.7,0.05,0.5,-9.79,0.03,0.07,-0.02,0,0,0.01,-10.44,10.37,67.74,324.35,-2.924,-179.707,1050,2019-05-30 12:12:15:399
0.15,0.46,-9.7,0.05,0.5,-9.79,0.03,-0.03,-0.04,0,0,0,-10.67,10.01,67.86,321.637,-2.924,-179.707,1054,2019-05-30 12:12:15:403
0.15,0.46,-9.7,0.05,0.5,-9.79,0.03,-0.03,-0.04,0,0,0,-10.67,10.01,67.86,321.637,-2.924,-179.707,1061,2019-05-30 12:12:15:410
0.15,0.46,-9.7,0.05,0.5,-9.79,0.03,-0.03,-0.04,0,0,0,-10.67,10.01,67.86,321.637,-2.924,-179.707,1065,2019-05-30 12:12:15:414
0.06,0.49,-9.69,0.05,0.5,-9.79,0.03,-0.03,-0.04,0,0,0,-10.67,10.01,67.86,321.637,-2.924,-179.707,1070,2019-05-30 12:12:15:419
0.06,0.49,-9.69,0.05,0.5,-9.79,0.03,-0.03,-0.04,0,0,0,-10.67,10.01,67.86,321.637,-2.924,-179.707,1075,2019-05-30 12:12:15:424
0.06,0.49,-9.69,0.05,0.5,-9.79,0.03,-0.03,-0.04,0,0,0,-10.67,10.01,67.86,321.637,-2.924,-179.707,1080,2019-05-30 12:12:15:429
0.06,0.49,-9.69,0.05,0.5,-9.79,0.03,-0.03,-0.04,0,0,0,-10.67,10.01,67.86,321.637,-2.924,-179.707,1085,2019-05-30 12:12:15:434
0.06,0.49,-9.69,0.05,0.5,-9.79,0.03,-0.03,-0.04,0,0,0,-10.67,10.01,67.86,321.637,-2.924,-179.707,1089,2019-05-30 12:12:15:438
0.06,0.49,-9.69,0.05,0.5,-9.79,0.03,-0.03,-0.04,0,0,0,-10.67,10.01,67.86,321.637,-2.924,-179.707,1094,2019-05-30 12:12:15:443
0.07,0.59,-9.72,0.05,0.5,-9.79,0.03,-0.03,-0.04,0,0,0,-10.86,10.61,68.16,321.637,-2.924,-179.707,1099,2019-05-30 12:12:15:448
0.07,0.59,-9.72,0.05,0.5,-9.79,-0.01,0.1,0,0,0,0,-10.86,10.61,68.16,321.637,-2.924,-179.707,1106,2019-05-30 12:12:15:455
0.07,0.59,-9.72,0.05,0.5,-9.79,-0.01,0.1,0,0,0,0,-10.86,10.61,68.16,321.637,-2.924,-179.707,1110,2019-05-30 12:12:15:459
0.07,0.59,-9.72,0.05,0.5,-9.79,-0.01,0.1,0,0,0,0,-10.86,10.61,68.16,321.637,-2.924,-179.707,1115,2019-05-30 12:12:15:464
0.07,0.59,-9.72,0.05,0.5,-9.79,-0.01,0.1,0,0,0,0,-10.86,10.61,68.16,321.637,-2.924,-179.707,1120,2019-05-30 12:12:15:469
0.07,0.59,-9.72,0.05,0.5,-9.79,-0.01,0.1,0,0,0,0,-10.86,10.61,68.16,321.637,-2.924,-179.707,1125,2019-05-30 12:12:15:474
0.07,0.59,-9.72,0.05,0.5,-9.79,-0.01,0.1,0,0,0,0,-10.86,10.61,68.16,321.637,-2.924,-179.707,1129,2019-05-30 12:12:15:478
0.1,0.51,-9.72,0.05,0.5,-9.79,0,0.02,0,0,0,0,-10.61,11.09,68.46,323.615,-2.924,-179.707,1135,2019-05-30 12:12:15:484
0.1,0.51,-9.72,0.05,0.5,-9.79,0,0.02,0,0,0,0,-10.61,11.09,68.46,323.615,-2.924,-179.707,1140,2019-05-30 12:12:15:489
0.1,0.51,-9.72,0.05,0.5,-9.79,0,0.02,0,0,0,0,-10.61,11.09,68.46,323.615,-2.924,-179.707,1145,2019-05-30 12:12:15:494
0.1,0.51,-9.72,0.05,0.5,-9.79,0,0.02,0,0,0,0,-10.61,11.09,68.46,323.615,-2.924,-179.707,1150,2019-05-30 12:12:15:499
0.1,0.51,-9.72,0.05,0.5,-9.79,0,0.02,0,0,0,0,-10.61,11.09,68.46,323.615,-2.924,-179.707,1154,2019-05-30 12:12:15:503
0.1,0.51,-9.72,0.05,0.5,-9.79,0,0.02,0,0,0,0,-10.61,11.09,68.46,323.615,-2.924,-179.707,1160,2019-05-30 12:12:15:509
0.1,0.51,-9.72,0.05,0.5,-9.79,0,0.02,0,0,0,0,-10.61,11.09,68.46,323.615,-2.924,-179.707,1165,2019-05-30 12:12:15:514
0.04,0.61,-9.75,0.05,0.5,-9.79,-0.04,0.09,-0.03,0,0,0,-10.61,9.83,68.33,323.615,-2.924,-179.707,1170,2019-05-30 12:12:15:519
0.04,0.61,-9.75,0.05,0.5,-9.79,-0.04,0.09,-0.03,0,0,0,-10.61,9.83,68.33,323.615,-2.924,-179.707,1175,2019-05-30 12:12:15:524
0.04,0.61,-9.75,0.05,0.5,-9.79,-0.04,0.09,-0.03,0,0,0,-10.61,9.83,68.33,323.615,-2.924,-179.707,1180,2019-05-30 12:12:15:529
0.04,0.61,-9.75,0.05,0.5,-9.79,-0.04,0.09,-0.03,0,0,0,-10.61,9.83,68.33,323.615,-2.924,-179.707,1185,2019-05-30 12:12:15:534
0.04,0.61,-9.75,0.05,0.5,-9.79,-0.04,0.09,-0.03,0,0,0,-10.61,9.83,68.33,323.615,-2.924,-179.707,1189,2019-05-30 12:12:15:538
0.04,0.61,-9.75,0.05,0.5,-9.79,-0.04,0.09,-0.03,0,0,0,-10.61,9.83,68.33,323.615,-2.924,-179.707,1195,2019-05-30 12:12:15:544
0.04,0.61,-9.75,0.05,0.5,-9.79,-0.04,0.09,-0.03,0,0,0,-10.61,9.83,68.33,323.615,-2.924,-179.707,1200,2019-05-30 12:12:15:549
0.04,0.54,-9.64,0.05,0.5,-9.79,-0.04,0.01,0.07,0,0,0,-10.74,10.13,68.33,321.637,-2.924,-179.707,1205,2019-05-30 12:12:15:554
0.04,0.54,-9.64,0.05,0.5,-9.79,-0.04,0.01,0.07,0,0,0,-10.74,10.13,68.33,321.637,-2.924,-179.707,1210,2019-05-30 12:12:15:559
0.04,0.54,-9.64,0.05,0.5,-9.79,-0.04,0.01,0.07,0,0,0,-10.74,10.13,68.33,321.637,-2.924,-179.707,1215,2019-05-30 12:12:15:564
0.04,0.54,-9.64,0.05,0.5,-9.79,-0.04,0.01,0.07,0,0,0,-10.74,10.13,68.33,321.637,-2.924,-179.707,1219,2019-05-30 12:12:15:568
0.04,0.54,-9.64,0.05,0.5,-9.79,-0.04,0.01,0.07,0,0,0,-10.74,10.13,68.33,321.637,-2.924,-179.707,1225,2019-05-30 12:12:15:574
0.04,0.54,-9.64,0.05,0.5,-9.79,-0.04,0.01,0.07,0,0,0,-10.74,10.13,68.33,321.637,-2.924,-179.707,1229,2019-05-30 12:12:15:578
0.04,0.54,-9.64,0.05,0.5,-9.79,-0.04,0.01,0.07,0,0,0,-10.74,10.13,68.33,321.637,-2.924,-179.707,1234,2019-05-30 12:12:15:583
0.04,0.48,-9.62,0.05,0.5,-9.79,-0.03,-0.05,0.08,0,0,0,-10.67,11.33,68.52,321.637,-2.924,-179.707,1240,2019-05-30 12:12:15:589
0.04,0.48,-9.62,0.05,0.5,-9.79,-0.03,-0.05,0.08,0,0,0,-10.67,11.33,68.52,321.637,-2.924,-179.707,1245,2019-05-30 12:12:15:594
0.04,0.48,-9.62,0.05,0.5,-9.79,-0.03,-0.05,0.08,0,0,0,-10.67,11.33,68.52,321.637,-2.924,-179.707,1249,2019-05-30 12:12:15:598
0.04,0.48,-9.62,0.05,0.5,-9.79,-0.03,-0.05,0.08,0,0,0,-10.67,11.33,68.52,321.637,-2.924,-179.707,1254,2019-05-30 12:12:15:603
0.04,0.48,-9.62,0.05,0.5,-9.79,-0.03,-0.05,0.08,0,0,0,-10.67,11.33,68.52,321.637,-2.924,-179.707,1260,2019-05-30 12:12:15:609
0.01,0.59,-9.76,0.05,0.5,-9.79,-0.03,-0.05,0.08,0,0,0,-10.67,11.33,68.52,321.637,-2.924,-179.707,1265,2019-05-30 12:12:15:614
0.01,0.59,-9.76,0.05,0.5,-9.79,-0.04,0.02,0.05,0,0,0,-10.67,11.33,68.52,321.637,-2.924,-179.707,1270,2019-05-30 12:12:15:619
0.01,0.59,-9.76,0.05,0.51,-9.79,-0.04,0.02,0.05,0,0,0,-10.55,10.43,68.4,321.779,-2.982,-179.707,1275,2019-05-30 12:12:15:624
0.01,0.59,-9.76,0.05,0.51,-9.79,-0.04,0.02,0.05,0,0,0,-10.55,10.43,68.4,321.779,-2.982,-179.707,1280,2019-05-30 12:12:15:629
0.01,0.59,-9.76,0.05,0.51,-9.79,-0.04,0.02,0.05,0,0,0,-10.55,10.43,68.4,321.779,-2.982,-179.707,1285,2019-05-30 12:12:15:634
0.01,0.59,-9.76,0.05,0.51,-9.79,-0.04,0.02,0.05,0,0,0,-10.55,10.43,68.4,321.779,-2.982,-179.707,1290,2019-05-30 12:12:15:639
0.01,0.59,-9.76,0.05,0.51,-9.79,-0.04,0.02,0.05,0,0,0,-10.55,10.43,68.4,321.779,-2.982,-179.707,1295,2019-05-30 12:12:15:644
0.01,0.59,-9.76,0.05,0.51,-9.79,-0.04,0.02,0.05,0,0,0,-10.55,10.43,68.4,321.779,-2.982,-179.707,1300,2019-05-30 12:12:15:649
0.06,0.6,-9.75,0.05,0.51,-9.79,0,0.03,-0.04,0,0,0.01,-10.8,10.25,68.64,321.779,-2.982,-179.707,1305,2019-05-30 12:12:15:654
0.06,0.6,-9.75,0.05,0.51,-9.79,0,0.03,-0.04,0,0,0.01,-10.8,10.25,68.64,321.779,-2.982,-179.707,1310,2019-05-30 12:12:15:659
0.06,0.6,-9.75,0.05,0.51,-9.79,0,0.03,-0.04,0,0,0.01,-10.8,10.25,68.64,321.779,-2.982,-179.707,1315,2019-05-30 12:12:15:664
0.06,0.6,-9.75,0.05,0.51,-9.79,0,0.03,-0.04,0,0,0.01,-10.8,10.25,68.64,321.779,-2.982,-179.707,1320,2019-05-30 12:12:15:669
0.06,0.6,-9.75,0.05,0.51,-9.79,0,0.03,-0.04,0,0,0.01,-10.8,10.25,68.64,321.779,-2.982,-179.707,1325,2019-05-30 12:12:15:674
0.04,0.53,-9.73,0.05,0.51,-9.79,0,0.03,-0.04,0,0,0.01,-10.8,10.25,68.64,321.779,-2.982,-179.707,1330,2019-05-30 12:12:15:679
0.04,0.53,-9.73,0.05,0.51,-9.79,0,-0.04,-0.02,0,0,0.01,-10.8,10.25,68.64,321.779,-2.982,-179.707,1335,2019-05-30 12:12:15:684
0.04,0.53,-9.73,0.05,0.51,-9.79,0,-0.04,-0.02,0,0,0.01,-10.8,10.25,68.64,321.779,-2.982,-179.707,1340,2019-05-30 12:12:15:689
0.04,0.53,-9.73,0.05,0.51,-9.79,0,-0.04,-0.02,0,0,0.01,-10.8,10.25,68.64,321.779,-2.982,-179.707,1344,2019-05-30 12:12:15:693
0.04,0.53,-9.73,0.05,0.51,-9.79,0,-0.04,-0.02,0,0,0.01,-10.86,10.13,67.92,321.779,-2.982,-179.707,1350,2019-05-30 12:12:15:699
0.04,0.53,-9.73,0.05,0.51,-9.79,0,-0.04,-0.02,0,0,0.01,-10.86,10.13,67.92,321.779,-2.982,-179.707,1355,2019-05-30 12:12:15:704
0.04,0.53,-9.73,0.05,0.51,-9.79,0,-0.04,-0.02,0,0,0.01,-10.86,10.13,67.92,321.779,-2.982,-179.707,1360,2019-05-30 12:12:15:709
0.04,0.53,-9.73,0.05,0.51,-9.79,0,-0.04,-0.02,0,0,0.01,-10.86,10.13,67.92,321.779,-2.982,-179.707,1365,2019-05-30 12:12:15:714
0.04,0.53,-9.73,0.05,0.51,-9.79,0,-0.04,-0.02,0,0,0.01,-10.86,10.13,67.92,321.779,-2.982,-179.707,1370,2019-05-30 12:12:15:719
0.04,0.53,-9.73,0.05,0.51,-9.79,0,-0.04,-0.02,0,0,0.01,-10.86,10.13,67.92,321.779,-2.982,-179.707,1375,2019-05-30 12:12:15:724
0.04,0.53,-9.73,0.05,0.51,-9.79,0,-0.04,-0.02,0,0,0.01,-10.86,10.13,67.92,321.779,-2.982,-179.707,1379,2019-05-30 12:12:15:728
-0.02,0.46,-9.71,0.05,0.51,-9.79,-0.05,-0.09,0.01,0,0,0.01,-10.67,9.77,67.68,321.779,-2.982,-179.707,1386,2019-05-30 12:12:15:735
-0.02,0.46,-9.71,0.05,0.51,-9.79,-0.05,-0.09,0.01,0,0,0.01,-10.67,9.77,67.68,321.779,-2.982,-179.707,1389,2019-05-30 12:12:15:738
-0.02,0.46,-9.71,0.05,0.51,-9.79,-0.05,-0.09,0.01,0,0,0.01,-10.67,9.77,67.68,321.779,-2.982,-179.707,1395,2019-05-30 12:12:15:744
-0.02,0.46,-9.71,0.05,0.51,-9.79,-0.05,-0.09,0.01,0,0,0.01,-10.67,9.77,67.68,321.779,-2.982,-179.707,1400,2019-05-30 12:12:15:749
-0.02,0.46,-9.71,0.05,0.51,-9.79,-0.05,-0.09,0.01,0,0,0.01,-10.67,9.77,67.68,321.779,-2.982,-179.707,1405,2019-05-30 12:12:15:754
0.08,0.65,-10.02,0.05,0.51,-9.79,-0.05,-0.09,0.01,0,0,0.01,-10.67,9.77,67.68,321.779,-2.982,-179.707,1410,2019-05-30 12:12:15:759
0.08,0.65,-10.02,0.05,0.5,-9.79,0.02,0.1,-0.29,0,0,0.01,-11.1,10.68,68.28,323.615,-2.924,-179.707,1415,2019-05-30 12:12:15:764
0.08,0.65,-10.02,0.05,0.5,-9.79,0.02,0.1,-0.29,0,0,0.01,-11.1,10.68,68.28,323.615,-2.924,-179.707,1420,2019-05-30 12:12:15:769
0.08,0.65,-10.02,0.05,0.5,-9.79,0.02,0.1,-0.29,0,0,0.01,-11.1,10.68,68.28,323.615,-2.924,-179.707,1424,2019-05-30 12:12:15:773
0.08,0.65,-10.02,0.05,0.5,-9.79,0.02,0.1,-0.29,0,0,0.01,-11.1,10.68,68.28,323.615,-2.924,-179.707,1430,2019-05-30 12:12:15:779
0.08,0.65,-10.02,0.05,0.5,-9.79,0.02,0.1,-0.29,0,0,0.01,-11.1,10.68,68.28,323.615,-2.924,-179.707,1435,2019-05-30 12:12:15:784
0.08,0.65,-10.02,0.05,0.5,-9.79,0.02,0.1,-0.29,0,0,0.01,-11.1,10.68,68.28,323.615,-2.924,-179.707,1439,2019-05-30 12:12:15:788
0.08,0.65,-10.02,0.05,0.5,-9.79,0.02,0.1,-0.29,0,0,0.01,-11.1,10.68,68.28,323.615,-2.924,-179.707,1444,2019-05-30 12:12:15:793
-0.01,0.75,-10.07,0.05,0.5,-9.79,-0.06,0.2,-0.35,0.03,0,0.01,-11.33,10.61,67.56,323.615,-2.924,-179.707,1450,2019-05-30 12:12:15:799
-0.01,0.75,-10.07,0.05,0.5,-9.79,-0.06,0.2,-0.35,0.03,0,0.01,-11.33,10.61,67.56,323.615,-2.924,-179.707,1455,2019-05-30 12:12:15:804
-0.01,0.75,-10.07,0.05,0.5,-9.79,-0.06,0.2,-0.35,0.03,0,0.01,-11.33,10.61,67.56,323.615,-2.924,-179.707,1459,2019-05-30 12:12:15:808
-0.01,0.75,-10.07,0.05,0.5,-9.79,-0.06,0.2,-0.35,0.03,0,0.01,-11.33,10.61,67.56,323.615,-2.924,-179.707,1465,2019-05-30 12:12:15:814
-0.01,0.75,-10.07,0.05,0.5,-9.79,-0.06,0.2,-0.35,0.03,0,0.01,-11.33,10.61,67.56,323.615,-2.924,-179.707,1470,2019-05-30 12:12:15:819
-0.01,0.75,-10.07,0.05,0.5,-9.79,-0.06,0.2,-0.35,0.03,0,0.01,-11.33,10.61,67.56,323.615,-2.924,-179.707,1475,2019-05-30 12:12:15:824
-0.01,0.75,-10.07,0.05,0.5,-9.79,-0.06,0.2,-0.35,0.03,0,0.01,-11.33,10.61,67.56,323.615,-2.924,-179.707,1480,2019-05-30 12:12:15:829
-0.01,0.75,-10.07,0.05,0.5,-9.79,-0.06,0.2,-0.35,0.03,0,0.01,-11.33,10.61,67.56,323.615,-2.924,-179.707,1485,2019-05-30 12:12:15:834
0.14,0.37,-9.37,0.05,0.5,-9.79,0.08,-0.16,0.32,-0.03,0,0.03,-10.8,10.91,67.92,323.615,-2.924,-179.707,1489,2019-05-30 12:12:15:838
0.14,0.37,-9.37,0.05,0.5,-9.79,0.08,-0.16,0.32,-0.03,0,0.03,-10.8,10.91,67.92,323.615,-2.924,-179.707,1494,2019-05-30 12:12:15:843
0.14,0.37,-9.37,0.05,0.5,-9.79,0.08,-0.16,0.32,-0.03,0,0.03,-10.8,10.91,67.92,323.615,-2.924,-179.707,1500,2019-05-30 12:12:15:849
0.14,0.37,-9.37,0.05,0.5,-9.79,0.08,-0.16,0.32,-0.03,0,0.03,-10.8,10.91,67.92,323.615,-2.924,-179.707,1505,2019-05-30 12:12:15:854
0.14,0.37,-9.37,0.05,0.5,-9.79,0.08,-0.16,0.32,-0.03,0,0.03,-10.8,10.91,67.92,323.615,-2.924,-179.707,1510,2019-05-30 12:12:15:859
